   1.20000   1.66319
   1.21900   1.66257
   1.23800   1.66190
   1.25700   1.66120
   1.27600   1.66047
   1.29500   1.65969
   1.31400   1.65889
   1.33300   1.65805
   1.35200   1.65719
   1.37100   1.65630
   1.39000   1.65538
   1.40900   1.65444
   1.42800   1.65347
   1.44700   1.65248
   1.46600   1.65147
   1.48500   1.65044
   1.50400   1.64939
   1.52300   1.64833
   1.54200   1.64724
   1.56100   1.64614
   1.58000   1.64503
   1.59900   1.64390
   1.61800   1.64275
   1.63700   1.64160
   1.65600   1.64043
   1.67500   1.63925
   1.69400   1.63805
   1.71300   1.63685
   1.73200   1.63564
   1.75100   1.63442
   1.77000   1.63319
   1.78900   1.63195
   1.80800   1.63071
   1.82700   1.62946
   1.84600   1.62820
   1.86500   1.62693
   1.88400   1.62566
   1.90300   1.62439
   1.92200   1.62310
   1.94100   1.62182
   1.96000   1.62053
   1.97900   1.61923
   1.99800   1.61794
   2.01700   1.61663
   2.03600   1.61533
   2.05500   1.61402
   2.07400   1.61271
   2.09300   1.61140
   2.11200   1.61008
   2.13100   1.60877
   2.15000   1.60745
   2.16900   1.60613
   2.18800   1.60481
   2.20700   1.60349
   2.22600   1.60217
   2.24500   1.60084
   2.26400   1.59952
   2.28300   1.59820
   2.30200   1.59687
   2.32100   1.59555
   2.34000   1.59422
   2.35900   1.59290
   2.37800   1.59158
   2.39700   1.59026
   2.41600   1.58893
   2.43500   1.58761
   2.45400   1.58629
   2.47300   1.58497
   2.49200   1.58366
   2.51100   1.58234
   2.53000   1.58102
   2.54900   1.57971
   2.56800   1.57840
   2.58700   1.57709
   2.60600   1.57578
   2.62500   1.57447
   2.64400   1.57317
   2.66300   1.57186
   2.68200   1.57056
   2.70100   1.56926
   2.72000   1.56796
   2.73900   1.56667
   2.75800   1.56537
   2.77700   1.56408
   2.79600   1.56280
   2.81500   1.56151
   2.83400   1.56023
   2.85300   1.55894
   2.87200   1.55766
   2.89100   1.55639
   2.91000   1.55511
   2.92900   1.55384
   2.94800   1.55258
   2.96700   1.55131
   2.98600   1.55005
   3.00500   1.54879
   3.02400   1.54753
   3.04300   1.54627
   3.06200   1.54502
   3.08100   1.54377
